ubigeo,departamento,provincia,distrito,ubigeo_reniec,ubigeo_sunat
50502,Ayacucho,La Mar,Anco,50402,50502
50503,Ayacucho,La Mar,Ayna,50403,50503
50504,Ayacucho,La Mar,Chilcas,50404,50504
50505,Ayacucho,La Mar,Chungui,50405,50505
50506,Ayacucho,La Mar,Luis Carranza,50407,50506
50507,Ayacucho,La Mar,Santa Rosa,50408,50507
50508,Ayacucho,La Mar,Tambo,50406,50508
50509,Ayacucho,La Mar,Samugari,50409,
50510,Ayacucho,La Mar,Anchihuay,,
50511,Ayacucho,La Mar,Oronccoy,,
50601,Ayacucho,Lucanas,Puquio,50501,50601
50602,Ayacucho,Lucanas,Aucara,50502,50602
50603,Ayacucho,Lucanas,Cabana,50503,50603
50604,Ayacucho,Lucanas,Carmen Salcedo,50504,50604
50605,Ayacucho,Lucanas,Chaviña,50506,50605
50606,Ayacucho,Lucanas,Chipao,50508,50606
50607,Ayacucho,Lucanas,Huac-Huas,50510,50607
50608,Ayacucho,Lucanas,Laramate,50511,50608
50609,Ayacucho,Lucanas,Leoncio Prado,50512,50609
50610,Ayacucho,Lucanas,Llauta,50514,50610
50611,Ayacucho,Lucanas,Lucanas,50513,50611
50612,Ayacucho,Lucanas,Ocaña,50516,50612
50613,Ayacucho,Lucanas,Otoca,50517,50613
50614,Ayacucho,Lucanas,Saisa,50529,50614
50615,Ayacucho,Lucanas,San Cristóbal,50532,50615
50616,Ayacucho,Lucanas,San Juan,,50616
50617,Ayacucho,Lucanas,San Pedro,50522,50617
50618,Ayacucho,Lucanas,San Pedro de Palco,50531,50618
50619,Ayacucho,Lucanas,Sancos,50520,50619
50620,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,50524,50620
50621,Ayacucho,Lucanas,Santa Lucia,50525,50621
50701,Ayacucho,Parinacochas,Coracora,50601,50701
50702,Ayacucho,Parinacochas,Chumpi,50605,50702
50703,Ayacucho,Parinacochas,Coronel Castañeda,50604,50703
50704,Ayacucho,Parinacochas,Pacapausa,50608,50704
50705,Ayacucho,Parinacochas,Pullo,50611,50705
50706,Ayacucho,Parinacochas,Puyusca,50612,50706
50707,Ayacucho,Parinacochas,San Francisco de Ravacayco,50615,50707
50708,Ayacucho,Parinacochas,Upahuacho,50616,50708
50801,Ayacucho,Pàucar del Sara Sara,Pausa,51001,50801
50802,Ayacucho,Pàucar del Sara Sara,Colta,51002,50802
50803,Ayacucho,Pàucar del Sara Sara,Corculla,51003,50803
50804,Ayacucho,Pàucar del Sara Sara,Lampa,51004,50804
50805,Ayacucho,Pàucar del Sara Sara,Marcabamba,51005,50805
50806,Ayacucho,Pàucar del Sara Sara,Oyolo,51006,50806
50807,Ayacucho,Pàucar del Sara Sara,Pararca,51007,50807
50808,Ayacucho,Pàucar del Sara Sara,San Javier de Alpabamba,51008,50808
50809,Ayacucho,Pàucar del Sara Sara,San José de Ushua,51009,50809
50810,Ayacucho,Pàucar del Sara Sara,Sara Sara,51010,50810
50901,Ayacucho,Sucre,Querobamba,51101,50901
50902,Ayacucho,Sucre,Belén,51102,50902
50903,Ayacucho,Sucre,Chalcos,51103,50903
50904,Ayacucho,Sucre,Chilcayoc,51110,50904
50905,Ayacucho,Sucre,Huacaña,51109,50905
50906,Ayacucho,Sucre,Morcolla,51111,50906
50907,Ayacucho,Sucre,Paico,51105,50907
50908,Ayacucho,Sucre,San Pedro de Larcay,51107,50908
50909,Ayacucho,Sucre,San Salvador de Quije,51104,50909
50910,Ayacucho,Sucre,Santiago de Paucaray,51106,50910
50911,Ayacucho,Sucre,Soras,51108,50911
51001,Ayacucho,Víctor Fajardo,Huancapi,50701,51001
51002,Ayacucho,Víctor Fajardo,Alcamenca,50702,51002
51003,Ayacucho,Víctor Fajardo,Apongo,50703,51003
51004,Ayacucho,Víctor Fajardo,Asquipata,50715,51004
51005,Ayacucho,Víctor Fajardo,Canaria,50704,51005
51006,Ayacucho,Víctor Fajardo,Cayara,50706,51006
51007,Ayacucho,Víctor Fajardo,Colca,50707,51007
51008,Ayacucho,Víctor Fajardo,Huamanquiquia,50709,51008
51009,Ayacucho,Víctor Fajardo,Huancaraylla,50710,51009
51010,Ayacucho,Víctor Fajardo,Hualla,50708,51010
51011,Ayacucho,Víctor Fajardo,Sarhua,50713,51011
51012,Ayacucho,Víctor Fajardo,Vilcanchos,50714,51012
51101,Ayacucho,Vilcas Huamán,Vilcas Huaman,50901,51101
51102,Ayacucho,Vilcas Huamán,Accomarca,50903,51102
51103,Ayacucho,Vilcas Huamán,Carhuanca,50904,51103
51104,Ayacucho,Vilcas Huamán,Concepción,50905,51104
51105,Ayacucho,Vilcas Huamán,Huambalpa,50906,51105
51106,Ayacucho,Vilcas Huamán,Independencia,50908,51106
51107,Ayacucho,Vilcas Huamán,Saurama,50907,51107
51108,Ayacucho,Vilcas Huamán,Vischongo,50902,51108
60101,Cajamarca,Cajamarca,Cajamarca,60101,60101
60102,Cajamarca,Cajamarca,Asunción,60102,60102
60103,Cajamarca,Cajamarca,Chetilla,60104,60103
60104,Cajamarca,Cajamarca,Cospan,60103,60104
60105,Cajamarca,Cajamarca,Encañada,60105,60105
60106,Cajamarca,Cajamarca,Jesús,60106,60106
60107,Cajamarca,Cajamarca,Llacanora,60108,60107
60108,Cajamarca,Cajamarca,Los Baños del Inca,60107,60108
60109,Cajamarca,Cajamarca,Magdalena,60109,60109
60110,Cajamarca,Cajamarca,Matara,60110,60110
60111,Cajamarca,Cajamarca,Namora,60111,60111
60112,Cajamarca,Cajamarca,San Juan,60112,60112
60201,Cajamarca,Cajabamba,Cajabamba,60201,60201
60202,Cajamarca,Cajabamba,Cachachi,60202,60202
60203,Cajamarca,Cajabamba,Condebamba,60203,60203
60204,Cajamarca,Cajabamba,Sitacocha,60205,60204
60301,Cajamarca,Celendín,Celendín,60301,60301
60302,Cajamarca,Celendín,Chumuch,60303,60302
60303,Cajamarca,Celendín,Cortegana,60302,60303
60304,Cajamarca,Celendín,Huasmin,60304,60304
60305,Cajamarca,Celendín,Jorge Chávez,60305,60305
60306,Cajamarca,Celendín,José Gálvez,60306,60306
60307,Cajamarca,Celendín,Miguel Iglesias,60307,60307
60308,Cajamarca,Celendín,Oxamarca,60308,60308
60309,Cajamarca,Celendín,Sorochuco,60309,60309
60310,Cajamarca,Celendín,Sucre,60310,60310
60311,Cajamarca,Celendín,Utco,60311,60311
60312,Cajamarca,Celendín,La Libertad de Pallan,60312,60312
60401,Cajamarca,Chota,Chota,60601,60401
60402,Cajamarca,Chota,Anguia,60602,60402
60403,Cajamarca,Chota,Chadin,60605,60403
60404,Cajamarca,Chota,Chiguirip,60606,60404
60405,Cajamarca,Chota,Chimban,60607,60405
60406,Cajamarca,Chota,Choropampa,60618,60406
60407,Cajamarca,Chota,Cochabamba,60603,60407
60408,Cajamarca,Chota,Conchan,60604,60408
60409,Cajamarca,Chota,Huambos,60608,60409
60410,Cajamarca,Chota,Lajas,60609,60410
60411,Cajamarca,Chota,Llama,60610,60411
60412,Cajamarca,Chota,Miracosta,60611,60412
60413,Cajamarca,Chota,Paccha,60612,60413
60414,Cajamarca,Chota,Pion,60613,60414
60415,Cajamarca,Chota,Querocoto,60614,60415
60416,Cajamarca,Chota,San Juan de Licupis,60617,60416
60417,Cajamarca,Chota,Tacabamba,60615,60417
60418,Cajamarca,Chota,Tocmoche,60616,60418
60419,Cajamarca,Chota,Chalamarca,60619,60419
60501,Cajamarca,Contumazá,Contumaza,60401,60501
60502,Cajamarca,Contumazá,Chilete,60403,60502
60503,Cajamarca,Contumazá,Cupisnique,60406,60503
60504,Cajamarca,Contumazá,Guzmango,60404,60504
60505,Cajamarca,Contumazá,San Benito,60405,60505
60506,Cajamarca,Contumazá,Santa Cruz de Toledo,60409,60506
60507,Cajamarca,Contumazá,Tantarica,60407,60507
60508,Cajamarca,Contumazá,Yonan,60408,60508
60601,Cajamarca,Cutervo,Cutervo,60501,60601
60602,Cajamarca,Cutervo,Callayuc,60502,60602
60603,Cajamarca,Cutervo,Choros,60504,60603
60604,Cajamarca,Cutervo,Cujillo,60503,60604
60605,Cajamarca,Cutervo,La Ramada,60505,60605
60606,Cajamarca,Cutervo,Pimpingos,60506,60606
60607,Cajamarca,Cutervo,Querocotillo,60507,60607
60608,Cajamarca,Cutervo,San Andrés de Cutervo,60508,60608
60609,Cajamarca,Cutervo,San Juan de Cutervo,60509,60609
60610,Cajamarca,Cutervo,San Luis de Lucma,60510,60610
60611,Cajamarca,Cutervo,Santa Cruz,60511,60611
60612,Cajamarca,Cutervo,Santo Domingo de la Capilla,60512,60612
60613,Cajamarca,Cutervo,Santo Tomas,60513,60613
60614,Cajamarca,Cutervo,Socota,60514,60614
60615,Cajamarca,Cutervo,Toribio Casanova,60515,60615
60701,Cajamarca,Hualgayoc,Bambamarca,60701,60701
60702,Cajamarca,Hualgayoc,Chugur,60702,60702
60703,Cajamarca,Hualgayoc,Hualgayoc,60703,60703
60801,Cajamarca,Jaén,Jaén,60801,60801
60802,Cajamarca,Jaén,Bellavista,60802,60802
60803,Cajamarca,Jaén,Chontali,60804,60803
60804,Cajamarca,Jaén,Colasay,60803,60804
60805,Cajamarca,Jaén,Huabal,60812,60805
60806,Cajamarca,Jaén,Las Pirias,60811,60806
60807,Cajamarca,Jaén,Pomahuaca,60805,60807
60808,Cajamarca,Jaén,Pucara,60806,60808
60809,Cajamarca,Jaén,Sallique,60807,60809
60810,Cajamarca,Jaén,San Felipe,60808,60810
60811,Cajamarca,Jaén,San José del Alto,60809,60811
60812,Cajamarca,Jaén,Santa Rosa,60810,60812
60901,Cajamarca,San Ignacio,San Ignacio,61101,60901
60902,Cajamarca,San Ignacio,Chirinos,61102,60902
60903,Cajamarca,San Ignacio,Huarango,61103,60903
60904,Cajamarca,San Ignacio,La Coipa,61105,60904
60905,Cajamarca,San Ignacio,Namballe,61104,60905
60906,Cajamarca,San Ignacio,San José de Lourdes,61106,60906
60907,Cajamarca,San Ignacio,Tabaconas,61107,60907
61001,Cajamarca,San Marcos,Pedro Gálvez,61201,61001
61002,Cajamarca,San Marcos,Chancay,61207,61002
61003,Cajamarca,San Marcos,Eduardo Villanueva,61205,61003
61004,Cajamarca,San Marcos,Gregorio Pita,61203,61004
61005,Cajamarca,San Marcos,Ichocan,61202,61005
61006,Cajamarca,San Marcos,José Manuel Quiroz,61204,61006
61007,Cajamarca,San Marcos,José Sabogal,61206,61007
61101,Cajamarca,San Miguel,San Miguel,61001,61101
61102,Cajamarca,San Miguel,Bolívar,61013,61102
61103,Cajamarca,San Miguel,Calquis,61002,61103
61104,Cajamarca,San Miguel,Catilluc,61012,61104
61105,Cajamarca,San Miguel,El Prado,61009,61105
61106,Cajamarca,San Miguel,La Florida,61003,61106
61107,Cajamarca,San Miguel,Llapa,61004,61107
61108,Cajamarca,San Miguel,Nanchoc,61005,61108
61109,Cajamarca,San Miguel,Niepos,61006,61109
61110,Cajamarca,San Miguel,San Gregorio,61007,61110
61111,Cajamarca,San Miguel,San Silvestre de Cochan,61008,61111
61112,Cajamarca,San Miguel,Tongod,61011,61112
61113,Cajamarca,San Miguel,Unión Agua Blanca,61010,61113
61201,Cajamarca,San Pablo,San Pablo,61301,61201
61202,Cajamarca,San Pablo,San Bernardino,61302,61202
61203,Cajamarca,San Pablo,San Luis,61303,61203
61204,Cajamarca,San Pablo,Tumbaden,61304,61204
61301,Cajamarca,Santa Cruz,Santa Cruz,60901,61301
61302,Cajamarca,Santa Cruz,Andabamba,60910,61302
61303,Cajamarca,Santa Cruz,Catache,60902,61303
61304,Cajamarca,Santa Cruz,Chancaybaños,60903,61304
61305,Cajamarca,Santa Cruz,La Esperanza,60904,61305
61306,Cajamarca,Santa Cruz,Ninabamba,60905,61306
61307,Cajamarca,Santa Cruz,Pulan,60906,61307
61308,Cajamarca,Santa Cruz,Saucepampa,60911,61308
61309,Cajamarca,Santa Cruz,Sexi,60907,61309
61310,Cajamarca,Santa Cruz,Uticyacu,60908,61310
61311,Cajamarca,Santa Cruz,Yauyucan,60909,61311
70101,Callao,Prov. Const. del Callao,Callao,240101,70101
70102,Callao,Prov. Const. del Callao,Bellavista,240102,70102
70103,Callao,Prov. Const. del Callao,Carmen de la Legua Reynoso,240104,70103
70104,Callao,Prov. Const. del Callao,La Perla,240105,70104
70105,Callao,Prov. Const. del Callao,La Punta,240103,70105
70106,Callao,Prov. Const. del Callao,Ventanilla,240106,70106
70107,Callao,Prov. Const. del Callao,Mi Perú,,
80101,Cusco,Cusco,Cusco,70101,80101
80102,Cusco,Cusco,Ccorca,70102,80102
80103,Cusco,Cusco,Poroy,70103,80103
80104,Cusco,Cusco,San Jerónimo,70104,80104
80105,Cusco,Cusco,San Sebastian,70105,80105
80106,Cusco,Cusco,Santiago,70106,80106
80107,Cusco,Cusco,Saylla,70107,80107
80108,Cusco,Cusco,Wanchaq,70108,80108
80201,Cusco,Acomayo,Acomayo,70201,80201
80202,Cusco,Acomayo,Acopia,70202,80202
80203,Cusco,Acomayo,Acos,70203,80203
80204,Cusco,Acomayo,Mosoc Llacta,70207,80204
80205,Cusco,Acomayo,Pomacanchi,70204,80205
80206,Cusco,Acomayo,Rondocan,70205,80206
80207,Cusco,Acomayo,Sangarara,70206,80207
80301,Cusco,Anta,Anta,70301,80301
80302,Cusco,Anta,Ancahuasi,70309,80302
80303,Cusco,Anta,Cachimayo,70308,80303
80304,Cusco,Anta,Chinchaypujio,70302,80304
80305,Cusco,Anta,Huarocondo,70303,80305
80306,Cusco,Anta,Limatambo,70304,80306
80307,Cusco,Anta,Mollepata,70305,80307
80308,Cusco,Anta,Pucyura,70306,80308
80309,Cusco,Anta,Zurite,70307,80309
80401,Cusco,Calca,Calca,70401,80401
80402,Cusco,Calca,Coya,70402,80402
80403,Cusco,Calca,Lamay,70403,80403
80404,Cusco,Calca,Lares,70404,80404
80405,Cusco,Calca,Pisac,70405,80405
80406,Cusco,Calca,San Salvador,70406,80406
80407,Cusco,Calca,Taray,70407,80407
80408,Cusco,Calca,Yanatile,70408,80408
80501,Cusco,Canas,Yanaoca,70501,80501
80502,Cusco,Canas,Checca,70502,80502
80503,Cusco,Canas,Kunturkanki,70503,80503
80504,Cusco,Canas,Langui,70504,80504
80505,Cusco,Canas,Layo,70505,80505
80506,Cusco,Canas,Pampamarca,70506,80506
80507,Cusco,Canas,Quehue,70507,80507
80508,Cusco,Canas,Tupac Amaru,70508,80508
80601,Cusco,Canchis,Sicuani,70601,80601
80602,Cusco,Canchis,Checacupe,70603,80602
80603,Cusco,Canchis,Combapata,70602,80603
80604,Cusco,Canchis,Marangani,70604,80604
80605,Cusco,Canchis,Pitumarca,70605,80605
80606,Cusco,Canchis,San Pablo,70606,80606
80607,Cusco,Canchis,San Pedro,70607,80607
80608,Cusco,Canchis,Tinta,70608,80608
80701,Cusco,Chumbivilcas,Santo Tomas,70701,80701
80702,Cusco,Chumbivilcas,Capacmarca,70702,80702
80703,Cusco,Chumbivilcas,Chamaca,70704,80703
80704,Cusco,Chumbivilcas,Colquemarca,70703,80704
80705,Cusco,Chumbivilcas,Livitaca,70705,80705
80706,Cusco,Chumbivilcas,Llusco,70706,80706
80707,Cusco,Chumbivilcas,Quiñota,70707,80707
80708,Cusco,Chumbivilcas,Velille,70708,80708
80801,Cusco,Espinar,Espinar,70801,80801
80802,Cusco,Espinar,Condoroma,70802,80802
80803,Cusco,Espinar,Coporaque,70803,80803
80804,Cusco,Espinar,Ocoruro,70804,80804
80805,Cusco,Espinar,Pallpata,70805,80805
80806,Cusco,Espinar,Pichigua,70806,80806
80807,Cusco,Espinar,Suyckutambo,70807,80807
80808,Cusco,Espinar,Alto Pichigua,70808,80808
80901,Cusco,La Convención,Santa Ana,70901,80901
80902,Cusco,La Convención,Echarate,70902,80902
80903,Cusco,La Convención,Huayopata,70903,80903
80904,Cusco,La Convención,Maranura,70904,80904
80905,Cusco,La Convención,Ocobamba,70905,80905
80906,Cusco,La Convención,Quellouno,70908,80906
80907,Cusco,La Convención,Kimbiri,70909,80907
80908,Cusco,La Convención,Santa Teresa,70906,80908
80909,Cusco,La Convención,Vilcabamba,70907,80909
80910,Cusco,La Convención,Pichari,70910,80910
80911,Cusco,La Convención,Inkawasi,,
80912,Cusco,La Convención,Villa Virgen,,
80913,Cusco,La Convención,Villa Kintiarina,,
80914,Cusco,La Convención,Megantoni,,
81001,Cusco,Paruro,Paruro,71001,81001
81002,Cusco,Paruro,Accha,71002,81002
81003,Cusco,Paruro,Ccapi,71003,81003
81004,Cusco,Paruro,Colcha,71004,81004
81005,Cusco,Paruro,Huanoquite,71005,81005
81006,Cusco,Paruro,Omachaç,71006,81006
81007,Cusco,Paruro,Paccaritambo,71008,81007
81008,Cusco,Paruro,Pillpinto,71009,81008
81009,Cusco,Paruro,Yaurisque,71007,81009
81101,Cusco,Paucartambo,Paucartambo,71101,81101
81102,Cusco,Paucartambo,Caicay,71102,81102
81103,Cusco,Paucartambo,Challabamba,71104,81103
81104,Cusco,Paucartambo,Colquepata,71103,81104
81105,Cusco,Paucartambo,Huancarani,71106,81105
81106,Cusco,Paucartambo,Kosñipata,71105,81106
81201,Cusco,Quispicanchi,Urcos,71201,81201
81202,Cusco,Quispicanchi,Andahuaylillas,71202,81202
81203,Cusco,Quispicanchi,Camanti,71203,81203
81204,Cusco,Quispicanchi,Ccarhuayo,71204,81204
81205,Cusco,Quispicanchi,Ccatca,71205,81205
81206,Cusco,Quispicanchi,Cusipata,71206,81206
81207,Cusco,Quispicanchi,Huaro,71207,81207
81208,Cusco,Quispicanchi,Lucre,71208,81208
81209,Cusco,Quispicanchi,Marcapata,71209,81209
81210,Cusco,Quispicanchi,Ocongate,71210,81210
81211,Cusco,Quispicanchi,Oropesa,71211,81211
81212,Cusco,Quispicanchi,Quiquijana,71212,81212
81301,Cusco,Urubamba,Urubamba,71301,81301
81302,Cusco,Urubamba,Chinchero,71302,81302
81303,Cusco,Urubamba,Huayllabamba,71303,81303
81304,Cusco,Urubamba,Machupicchu,71304,81304
81305,Cusco,Urubamba,Maras,71305,81305
81306,Cusco,Urubamba,Ollantaytambo,71306,81306
81307,Cusco,Urubamba,Yucay,71307,81307
90101,Huancavelica,Huancavelica,Huancavelica,80101,90101
90102,Huancavelica,Huancavelica,Acobambilla,80102,90102
90103,Huancavelica,Huancavelica,Acoria,80103,90103
90104,Huancavelica,Huancavelica,Conayca,80104,90104
90105,Huancavelica,Huancavelica,Cuenca,80105,90105
90106,Huancavelica,Huancavelica,Huachocolpa,80106,90106
90107,Huancavelica,Huancavelica,Huayllahuara,80108,90107
90108,Huancavelica,Huancavelica,Izcuchaca,80109,90108
90109,Huancavelica,Huancavelica,Laria,80110,90109
90110,Huancavelica,Huancavelica,Manta,80111,90110
90111,Huancavelica,Huancavelica,Mariscal Cáceres,80112,90111
90112,Huancavelica,Huancavelica,Moya,80113,90112
90113,Huancavelica,Huancavelica,Nuevo Occoro,80114,90113
90114,Huancavelica,Huancavelica,Palca,80115,90114
90115,Huancavelica,Huancavelica,Pilchaca,80116,90115
90116,Huancavelica,Huancavelica,Vilca,80117,90116
90117,Huancavelica,Huancavelica,Yauli,80118,90117
90118,Huancavelica,Huancavelica,Ascensión,80119,90118
90119,Huancavelica,Huancavelica,Huando,80120,90119
90201,Huancavelica,Acobamba,Acobamba,80201,90201
90202,Huancavelica,Acobamba,Andabamba,80203,90202
90203,Huancavelica,Acobamba,Anta,80202,90203
90204,Huancavelica,Acobamba,Caja,80204,90204
90205,Huancavelica,Acobamba,Marcas,80205,90205
90206,Huancavelica,Acobamba,Paucara,80206,90206
90207,Huancavelica,Acobamba,Pomacocha,80207,90207
90208,Huancavelica,Acobamba,Rosario,80208,90208
90301,Huancavelica,Angaraes,Lircay,80301,90301
90302,Huancavelica,Angaraes,Anchonga,80302,90302
90303,Huancavelica,Angaraes,Callanmarca,80303,90303
90304,Huancavelica,Angaraes,Ccochaccasa,80312,90304
90305,Huancavelica,Angaraes,Chincho,80305,90305
90306,Huancavelica,Angaraes,Congalla,80304,90306
90307,Huancavelica,Angaraes,Huanca-Huanca,80307,90307
90308,Huancavelica,Angaraes,Huayllay Grande,80306,90308
90309,Huancavelica,Angaraes,Julcamarca,80308,90309
90310,Huancavelica,Angaraes,San Antonio de Antaparco,80309,90310
90311,Huancavelica,Angaraes,Santo Tomas de Pata,80310,90311
90312,Huancavelica,Angaraes,Secclla,80311,90312
90401,Huancavelica,Castrovirreyna,Castrovirreyna,80401,90401
90402,Huancavelica,Castrovirreyna,Arma,80402,90402
90403,Huancavelica,Castrovirreyna,Aurahua,80403,90403
90404,Huancavelica,Castrovirreyna,Capillas,80405,90404
90405,Huancavelica,Castrovirreyna,Chupamarca,80408,90405
90406,Huancavelica,Castrovirreyna,Cocas,80406,90406
90407,Huancavelica,Castrovirreyna,Huachos,80409,90407
90408,Huancavelica,Castrovirreyna,Huamatambo,80410,90408
90409,Huancavelica,Castrovirreyna,Mollepampa,80414,90409
90410,Huancavelica,Castrovirreyna,San Juan,80422,90410
90411,Huancavelica,Castrovirreyna,Santa Ana,80429,90411
90412,Huancavelica,Castrovirreyna,Tantara,80427,90412
90413,Huancavelica,Castrovirreyna,Ticrapo,80428,90413
90501,Huancavelica,Churcampa,Churcampa,80701,90501
90502,Huancavelica,Churcampa,Anco,80702,90502
90503,Huancavelica,Churcampa,Chinchihuasi,80703,90503
90504,Huancavelica,Churcampa,El Carmen,80704,90504
90505,Huancavelica,Churcampa,La Merced,80705,90505
90506,Huancavelica,Churcampa,Locroja,80706,90506
90507,Huancavelica,Churcampa,Paucarbamba,80707,90507
90508,Huancavelica,Churcampa,San Miguel de Mayocc,80708,90508
90509,Huancavelica,Churcampa,San Pedro de Coris,80709,90509
90510,Huancavelica,Churcampa,Pachamarca,80710,90510
90511,Huancavelica,Churcampa,Cosme,80711,
90601,Huancavelica,Huaytará,Huaytara,80604,90601
90602,Huancavelica,Huaytará,Ayavi,80601,90602
90603,Huancavelica,Huaytará,Córdova,80602,90603
90604,Huancavelica,Huaytará,Huayacundo Arma,80603,90604
90605,Huancavelica,Huaytará,Laramarca,80605,90605
90606,Huancavelica,Huaytará,Ocoyo,80606,90606
90607,Huancavelica,Huaytará,Pilpichaca,80607,90607
90608,Huancavelica,Huaytará,Querco,80608,90608
90609,Huancavelica,Huaytará,Quito-Arma,80609,90609
90610,Huancavelica,Huaytará,San Antonio de Cusicancha,80610,90610
90611,Huancavelica,Huaytará,San Francisco de Sangayaico,80611,90611
90612,Huancavelica,Huaytará,San Isidro,80612,90612
90613,Huancavelica,Huaytará,Santiago de Chocorvos,80613,90613
90614,Huancavelica,Huaytará,Santiago de Quirahuara,80614,90614
90615,Huancavelica,Huaytará,Santo Domingo de Capillas,80615,90615
90616,Huancavelica,Huaytará,Tambo,80616,90616
90701,Huancavelica,Tayacaja,Pampas,80501,90701
90702,Huancavelica,Tayacaja,Acostambo,80502,90702
90703,Huancavelica,Tayacaja,Acraquia,80503,90703
90704,Huancavelica,Tayacaja,Ahuaycha,80504,90704
90705,Huancavelica,Tayacaja,Colcabamba,80506,90705
90706,Huancavelica,Tayacaja,Daniel Hernández,80509,90706
90707,Huancavelica,Tayacaja,Huachocolpa,80511,90707
90709,Huancavelica,Tayacaja,Huaribamba,80515,90710
90710,Huancavelica,Tayacaja,Ñahuimpuquio,80517,90711
90711,Huancavelica,Tayacaja,Pazos,80518,90713
90713,Huancavelica,Tayacaja,Quishuar,80526,90715
90714,Huancavelica,Tayacaja,Salcabamba,80520,90716
90715,Huancavelica,Tayacaja,Salcahuasi,80523,90717
90716,Huancavelica,Tayacaja,San Marcos de Rocchac,80525,90718
90717,Huancavelica,Tayacaja,Surcubamba,,
90718,Huancavelica,Tayacaja,Tintay Puncu,,
90719,Huancavelica,Tayacaja,Quichuas,,
90720,Huancavelica,Tayacaja,Andaymarca,,
90721,Huancavelica,Tayacaja,Roble,,
90722,Huancavelica,Tayacaja,Pichos,,
90723,Huancavelica,Tayacaja,Santiago de Tucuma,,
100101,Huánuco,Huánuco,Huanuco,90101,100101
100102,Huánuco,Huánuco,Amarilis,90110,100102
100103,Huánuco,Huánuco,Chinchao,90102,100103
100104,Huánuco,Huánuco,Churubamba,90103,100104
100105,Huánuco,Huánuco,Margos,90104,100105
100106,Huánuco,Huánuco,Quisqui (Kichki),90105,100106
100107,Huánuco,Huánuco,San Francisco de Cayran,90106,100107
100108,Huánuco,Huánuco,San Pedro de Chaulan,90107,100108
100109,Huánuco,Huánuco,Santa María del Valle,90108,100109
100110,Huánuco,Huánuco,Yarumayo,90109,100110
100111,Huánuco,Huánuco,Pillco Marca,90111,100111
100112,Huánuco,Huánuco,Yacus,90112,
100113,Huánuco,Huánuco,San Pablo de Pillao,,
100201,Huánuco,Ambo,Ambo,90201,100201
100202,Huánuco,Ambo,Cayna,90202,100202
100203,Huánuco,Ambo,Colpas,90203,100203
100204,Huánuco,Ambo,Conchamarca,90204,100204
100205,Huánuco,Ambo,Huacar,90205,100205
100206,Huánuco,Ambo,San Francisco,90206,100206
100207,Huánuco,Ambo,San Rafael,90207,100207
100208,Huánuco,Ambo,Tomay Kichwa,90208,100208
100301,Huánuco,Dos de Mayo,La Unión,90301,100301
100307,Huánuco,Dos de Mayo,Chuquis,90307,100307
100311,Huánuco,Dos de Mayo,Marías,90312,100311
100313,Huánuco,Dos de Mayo,Pachas,90314,100313
100316,Huánuco,Dos de Mayo,Quivilla,90316,100316
100317,Huánuco,Dos de Mayo,Ripan,90317,100317
100321,Huánuco,Dos de Mayo,Shunqui,90321,100321
100322,Huánuco,Dos de Mayo,Sillapata,90322,100322
100323,Huánuco,Dos de Mayo,Yanas,90323,100323
100401,Huánuco,Huacaybamba,Huacaybamba,90901,100401
100402,Huánuco,Huacaybamba,Canchabamba,90903,100402
100403,Huánuco,Huacaybamba,Cochabamba,90904,100403
100404,Huánuco,Huacaybamba,Pinra,90902,100404
100501,Huánuco,Huamalíes,Llata,90401,100501
100502,Huánuco,Huamalíes,Arancay,90402,100502
